timestamp,id,extended_id,RX,remote_frame,error_frame,dlc,rotor_count_hex,rotor_speed_hex,current_hex
1678405864.7387505,0x201,0,1,0,0,8,029C,FF69,FF3A
1678405864.7395349,0x201,0,1,0,0,8,028D,FF71,FF2A
1678405864.7407882,0x201,0,1,0,0,8,027D,FF74,FF80
1678405864.7415442,0x201,0,1,0,0,8,0269,FF7C,FF6E
1678405864.7424812,0x201,0,1,0,0,8,025B,FF7F,FF6F
1678405864.7437475,0x201,0,1,0,0,8,0249,FF8A,FF72
1678405864.7445312,0x201,0,1,0,0,8,023C,FF92,FF75
1678405864.745404,0x201,0,1,0,0,8,0230,FF99,FF78
1678405864.7466931,0x201,0,1,0,0,8,0221,FF99,FF4C
1678405864.747452,0x201,0,1,0,0,8,0217,FFA0,FF93
1678405864.7484112,0x201,0,1,0,0,8,020B,FFA4,FF5D
1678405864.7496772,0x201,0,1,0,0,8,01F9,FF9D,FF59
1678405864.7504249,0x201,0,1,0,0,8,01EC,FF95,FF96
1678405864.7517083,0x201,0,1,0,0,8,01D8,FF92,FF94
1678405864.7524443,0x201,0,1,0,0,8,01C5,FF7F,FF91
1678405864.7534108,0x201,0,1,0,0,8,01AF,FF62,FF8F
1678405864.754337,0x201,0,1,0,0,8,0193,FF48,FFB8
1678405864.7555978,0x201,0,1,0,0,8,0171,FF3A,FF82
1678405864.7563589,0x201,0,1,0,0,8,015A,FF2F,FF62
1678405864.7573364,0x201,0,1,0,0,8,0143,FF36,FF62
1678405864.7582495,0x201,0,1,0,0,8,012B,FF41,FF64
1678405864.759498,0x201,0,1,0,0,8,010C,FF50,FF69
1678405864.7602577,0x201,0,1,0,0,8,00FB,FF53,FF6F
1678405864.7615044,0x201,0,1,0,0,8,00DF,FF53,FF7A
1678405864.7622402,0x201,0,1,0,0,8,00CC,FF53,FFAC
1678405864.7635093,0x201,0,1,0,0,8,00AF,FF53,FF95
1678405864.7642815,0x201,0,1,0,0,8,009C,FF50,FFB7
1678405864.7655416,0x201,0,1,0,0,8,0081,FF53,FFC1
1678405864.766299,0x201,0,1,0,0,8,006F,FF57,FF92
1678405864.7672977,0x201,0,1,0,0,8,005D,FF62,FF8E
1678405864.7681506,0x201,0,1,0,0,8,004B,FF6D,FFCD
1678405864.7697027,0x201,0,1,0,0,8,0033,FF78,FFBD
1678405864.7704089,0x201,0,1,0,0,8,0026,FF78,FF73
1678405864.7712135,0x201,0,1,0,0,8,001B,FF87,FF54
1678405864.7725353,0x201,0,1,0,0,8,000A,FF92,FFB2
1678405864.7733235,0x201,0,1,0,0,8,1FFD,FF99,FF8B
1678405864.7741768,0x201,0,1,0,0,8,1FF4,FFA0,FF3D
1678405864.7754416,0x201,0,1,0,0,8,1FE8,FFA0,FF7F
1678405864.7761986,0x201,0,1,0,0,8,1FDC,FFA8,FF7B
1678405864.7771957,0x201,0,1,0,0,8,1FD1,FFAB,FFAA
1678405864.778123,0x201,0,1,0,0,8,1FC5,FFA8,FF72
1678405864.7794714,0x201,0,1,0,0,8,1FB5,FFAB,FF6E
