timestamp,id,extended_id,RX,remote_frame,error_frame,dlc,rotor_count_hex,rotor_speed_hex,current_hex,shaft_angle
1678580766.624798,0x201,0,1,0,0,8,0C90,0000,FF9B,0.06851780852555864
1678580766.6255887,0x201,0,1,0,0,8,0C90,0000,FF5C,0.06851780852555864
1678580766.6269293,0x201,0,1,0,0,8,0C90,0000,FF9B,0.06851780852555864
1678580766.6275697,0x201,0,1,0,0,8,0C90,0000,FF9B,0.06851780852555864
1678580766.6287298,0x201,0,1,0,0,8,0C90,0000,FF9C,0.06851780852555864
1678580766.629559,0x201,0,1,0,0,8,0C90,0000,FF9C,0.06851780852555864
1678580766.6307287,0x201,0,1,0,0,8,0C90,0000,FF9B,0.06851780852555864
1678580766.6315267,0x201,0,1,0,0,8,0C90,0000,FF9B,0.06851780852555864
1678580766.6327534,0x201,0,1,0,0,8,0C90,0000,FF9B,0.06851780852555864
1678580766.6334922,0x201,0,1,0,0,8,0C90,0000,FF5C,0.06851780852555864
1678580766.6347535,0x201,0,1,0,0,8,0C90,0000,FF9B,0.06851780852555864
1678580766.6354866,0x201,0,1,0,0,8,0C90,0000,FF9B,0.06851780852555864
1678580766.636666,0x201,0,1,0,0,8,0C90,0000,FF9B,0.06851780852555864
1678580766.6375492,0x201,0,1,0,0,8,0C90,0000,FF5C,0.06851780852555864
1678580766.6387072,0x201,0,1,0,0,8,0C90,0000,FF9B,0.06851780852555864
1678580766.639476,0x201,0,1,0,0,8,0C90,0000,FF9B,0.06851780852555864
1678580766.6406894,0x201,0,1,0,0,8,0C90,0000,FF5C,0.06851780852555864
1678580766.6414602,0x201,0,1,0,0,8,0C90,0000,FF9B,0.06851780852555864
1678580766.6425884,0x201,0,1,0,0,8,0C90,0000,FF9C,0.06851780852555864
1678580766.643439,0x201,0,1,0,0,8,0C90,0000,FF9B,0.06851780852555864
1678580766.6446116,0x201,0,1,0,0,8,0C90,0000,FF5C,0.06851780852555864
1678580766.6453848,0x201,0,1,0,0,8,0C90,0000,FF9C,0.06851780852555864
1678580766.6467505,0x201,0,1,0,0,8,0C90,0000,FF9C,0.06851780852555864
1678580766.6473477,0x201,0,1,0,0,8,0C90,0000,FF5C,0.06851780852555864
1678580766.6486053,0x201,0,1,0,0,8,0C90,0000,FF5C,0.06851780852555864
1678580766.6493561,0x201,0,1,0,0,8,0C90,0000,FFDC,0.06851780852555864
1678580766.650543,0x201,0,1,0,0,8,0C90,0000,FF9B,0.06851780852555864
1678580766.6513715,0x201,0,1,0,0,8,0C90,0000,FF9C,0.06851780852555864
1678580766.652567,0x201,0,1,0,0,8,0C90,0000,FF5C,0.06851780852555864
1678580766.653311,0x201,0,1,0,0,8,0C90,0000,FF9B,0.06851780852555864
1678580766.6545246,0x201,0,1,0,0,8,0C8F,0000,FF5C,0.06851780852555864
1678580766.6552804,0x201,0,1,0,0,8,0C8F,FFFC,FF5C,0.06849650323683801
1678580766.6564686,0x201,0,1,0,0,8,0C8E,FFF8,FF5C,0.06849650323683801
1678580766.6573045,0x201,0,1,0,0,8,0C8E,FFFC,FF5C,0.06847519794811736
1678580766.6584902,0x201,0,1,0,0,8,0C8D,FFFC,FF9B,0.06847519794811736
1678580766.6592367,0x201,0,1,0,0,8,0C8D,FFFC,FF5D,0.06845389265939673
1678580766.6604443,0x201,0,1,0,0,8,0C8D,FFFC,FF9B,0.06845389265939673
1678580766.6612394,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.662602,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.6633184,0x201,0,1,0,0,8,0C8D,0000,FF9C,0.06845389265939673
1678580766.6641595,0x201,0,1,0,0,8,0C8D,0000,FF9C,0.06845389265939673
1678580766.665382,0x201,0,1,0,0,8,0C8D,0000,FF9C,0.06845389265939673
1678580766.6661844,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.667401,0x201,0,1,0,0,8,0C8D,0000,FF5C,0.06845389265939673
1678580766.668147,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.6693747,0x201,0,1,0,0,8,0C8D,0000,FF9C,0.06845389265939673
1678580766.6701581,0x201,0,1,0,0,8,0C8D,0000,FF5C,0.06845389265939673
1678580766.6713526,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.67212,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.673119,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.6742148,0x201,0,1,0,0,8,0C8D,0000,FF5C,0.06845389265939673
1678580766.6753047,0x201,0,1,0,0,8,0C8D,0000,FF9C,0.06845389265939673
1678580766.6762142,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.677042,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.6783128,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.6790664,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.680246,0x201,0,1,0,0,8,0C8D,0000,FF9C,0.06845389265939673
1678580766.6810417,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.68226,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.6830893,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.6839943,0x201,0,1,0,0,8,0C8D,0000,FF5D,0.06845389265939673
1678580766.6850278,0x201,0,1,0,0,8,0C8D,0000,FF5D,0.06845389265939673
1678580766.6860342,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.6869292,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.6882591,0x201,0,1,0,0,8,0C8D,0000,FF9C,0.06845389265939673
1678580766.6889427,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.6901915,0x201,0,1,0,0,8,0C8D,0000,FF5D,0.06845389265939673
1678580766.690987,0x201,0,1,0,0,8,0C8D,0000,FF9C,0.06845389265939673
1678580766.6921837,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.6930287,0x201,0,1,0,0,8,0C8D,0000,FF5C,0.06845389265939673
1678580766.6939614,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.695099,0x201,0,1,0,0,8,0C8D,0000,FF9C,0.06845389265939673
1678580766.6958768,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.6969497,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.6978352,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.6991613,0x201,0,1,0,0,8,0C8D,0000,FF5C,0.06845389265939673
1678580766.6999643,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.7011511,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.7018929,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.7030742,0x201,0,1,0,0,8,0C8D,0000,FF5C,0.06845389265939673
1678580766.7038085,0x201,0,1,0,0,8,0C8D,0000,FF5D,0.06845389265939673
1678580766.7049763,0x201,0,1,0,0,8,0C8D,0000,FF5D,0.06845389265939673
1678580766.7058575,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.7069833,0x201,0,1,0,0,8,0C8D,0000,FF5C,0.06845389265939673
1678580766.7077127,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.7089636,0x201,0,1,0,0,8,0C8D,0000,FF5D,0.06845389265939673
1678580766.7097633,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.71114,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.711664,0x201,0,1,0,0,8,0C8D,0000,FF5C,0.06845389265939673
1678580766.7128954,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.7137256,0x201,0,1,0,0,8,0C8D,0000,FF9C,0.06845389265939673
1678580766.7149007,0x201,0,1,0,0,8,0C8D,0000,FF5C,0.06845389265939673
1678580766.715647,0x201,0,1,0,0,8,0C8D,0000,FF5C,0.06845389265939673
1678580766.7170558,0x201,0,1,0,0,8,0C8D,0000,FF5C,0.06845389265939673
1678580766.717642,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
